station,phylum,class,order,family,taxa,rep.a,rep.b,rep.c,total,
BI-HS2,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Americhelidium americanum,0,1,0,1,
BI-HS2,Arthropoda,Malacostraca,Amphipoda,Synopiidae,Metatiron tropakis,1,0,0,1,
BI-HS2,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,2,1,3,
BI-HS2,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,2,0,0,2,
BI-HS2,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,0,4,4,
BI-HS2,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,0,2,0,2,
BI-NDK1,Annelida,Polychaeta,Archiannelida,Polygordiidae,Polygordius (LPIL),1,0,0,1,
BI-NDK1,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,0,1,0,1,
BI-NDK1,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,0,1,0,1,
BI-NDK1,Annelida,Polychaeta,Scolecida,Paraonidae,Paraonis fulgens,1,0,0,1,
BI-NDK1,Annelida,Polychaeta,Scolecida,Travisiidae,Travisia hobsonae,1,0,0,1,
BI-NDK1,Annelida,Polychaeta,Spionida,Spionidae,Polydora cornuta,2,0,0,2,
BI-NDK1,Annelida,Polychaeta,Spionida,Spionidae,Spionidae (LPIL),0,0,1,1,
BI-NDK1,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes bombyx,0,1,0,1,
BI-NDK1,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,4,3,5,12,
BI-NDK1,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Americhelidium americanum,1,0,0,1,
BI-NDK1,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,3,1,2,6,
BI-NDK1,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus (LPIL),1,0,0,1,
BI-NDK1,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),3,0,3,6,
BI-NDK1,Echinodermata,Echinoidea,,,Echinoidea (LPIL),2,1,3,6,
GS-25,Mollusca,Bivalvia,Veneroida,Lasaeidae,Lasaeidae (LPIL),1,0,0,1,
BI-CC11,Mollusca,Bivalvia,Veneroida,Tellinidae,Macoma tenta,2,0,0,2,
BI-NDK1,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,0,1,1,
BI-NDK1,Nemertea,,,,Nemertea (LPIL),0,1,0,1,
BI-NDK2,Annelida,Polychaeta,Archiannelida,Polygordiidae,Polygordius (LPIL),5,9,5,19,
BI-NDK2,Annelida,Polychaeta,Orbiniida,Orbiniidae,Orbiniidae (LPIL),0,1,0,1,
BI-NDK2,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,0,1,0,1,
BI-NDK2,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys (LPIL),1,0,0,1,
BI-NDK2,Annelida,Polychaeta,Phyllodocida,Pilargidae,Synelmis ewingi,2,0,2,4,
BI-NDK2,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),0,0,2,2,
BI-NDK2,Annelida,Polychaeta,Scolecida,Capitellidae,Notomastus latericeus,0,0,1,1,
BI-NDK2,Annelida,Polychaeta,Scolecida,Paraonidae,Paraonis fulgens,0,1,0,1,
BI-NDK2,Annelida,Polychaeta,Spionida,Spionidae,Spio pettiboneae,0,1,0,1,
BI-NDK2,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,1,0,2,3,
BI-NDK2,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius bousfieldi,0,0,1,1,
BI-NDK2,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,0,2,2,
BI-NDK2,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus (LPIL),0,0,1,1,
BI-NDK2,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,0,2,1,3,
BI-NDK2,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnotheridae (LPIL),1,0,0,1,
BI-NDK2,Arthropoda,Malacostraca,Decapoda,Portunidae,Ovalipes stephensoni,1,0,0,1,
BI-NDK2,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,0,0,3,3,
BI-NDK2,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),1,3,1,5,
BI-NDK2,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),1,3,0,4,
BI-HN2,Mollusca,Bivalvia,Veneroida,Tellinidae,Macoma tenta,3,2,0,5,
BI-SIP3,Mollusca,Bivalvia,Veneroida,Tellinidae,Macoma tenta,0,0,2,2,
BI-NDK2,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,1,0,4,5,
BI-NDK2,Mollusca,Gastropoda,,,Gastropoda (LPIL),0,1,0,1,
BI-NDK2,Nemertea,Anopla,Heteronemertea,Lineidae,Lineidae (LPIL),0,0,1,1,
BI-NDK2,Nemertea,,,,Nemertea (LPIL),1,0,2,3,
BI-NDK2,Sipuncula,,,,Sipuncula (LPIL),0,1,0,1,
BI-NDK3,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys bucera,0,0,1,1,
BI-NDK3,Annelida,Polychaeta,Phyllodocida,Syllidae,Streptosyllis pettiboneae,0,0,1,1,
BI-NDK3,Annelida,Polychaeta,Scolecida,Paraonidae,Paraonis fulgens,1,0,0,1,
BI-NDK3,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Haustorius jayneae,5,12,7,24,
BI-NDK3,Arthropoda,Malacostraca,Mysida,Mysidae,Americamysis almyra,0,0,1,1,
BI-NDK3,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,2,1,1,4,
BI-NDK3,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Mellita isometra,0,1,0,1,
GS-25,Mollusca,Bivalvia,Veneroida,Mactridae,Mactridae (LPIL),12,0,8,20,
BI-NDK4,Annelida,Polychaeta,Archiannelida,Polygordiidae,Polygordius (LPIL),0,2,3,5,
BI-NDK4,Annelida,Polychaeta,Scolecida,Paraonidae,Paraonis fulgens,0,0,1,1,
BI-NDK4,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,0,2,4,6,
BI-NDK4,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),0,0,2,2,
BI-NDK4,Echinodermata,Echinoidea,,,Echinoidea (LPIL),0,1,1,2,
BI-NDK4,Mollusca,Bivalvia,Venerida,Veneridae,Veneridae (LPIL),0,0,1,1,
BI-CC6,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,1,1,1,3,
BI-NDK4,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,1,0,0,1,
BI-NDK4,Nemertea,,,,Nemertea (LPIL),1,0,1,2,
BI-NDK5,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,0,1,1,2,
BI-NDK5,Annelida,Polychaeta,Phyllodocida,Pilargidae,Ancistrosyllis sp A,0,1,0,1,
BI-NDK5,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,20,5,28,53,
BI-NDK5,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae ,Idunella barnardi,1,1,0,2,
BI-NDK5,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,0,1,1,
BI-NDK5,Arthropoda,Malacostraca,Decapoda,Ogyrididae,Ogyrides alphaerostris,0,0,1,1,
BI-NDK5,Arthropoda,Malacostraca,Tanaidacea,Kalliapseudidae,Kalliapseudes bahamaensis,0,1,0,1,
BI-NDK5,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),0,2,0,2,
BI-NDK5,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),1,0,1,2,
BI-ES22,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,1,0,0,1,
BI-NDK5,Mollusca,Bivalvia,,,Bivalvia (LPIL),0,0,1,1,
BI-NDK5,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,0,1,0,1,
BI-NDK5,Mollusca,Gastropoda,Pyramidellida,Pyramidellidae,Turbonilla (LPIL),1,0,0,1,
BI-NDK5,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,1,0,0,1,
BI-NDK5,Nemertea,,,,Nemertea (LPIL),0,0,1,1,
BI-NDK6,Annelida,Polychaeta,Opheliida,Opheliidae,Armandia maculata,0,1,0,1,
BI-NDK6,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,1,0,0,1,
BI-NDK6,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis micromma,1,0,0,1,
BI-NDK6,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),5,3,12,20,
BI-NDK6,Annelida,Polychaeta,Scolecida,Capitellidae,Notomastus latericeus,1,0,0,1,
BI-NDK6,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,3,1,0,4,
BI-NDK6,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes bombyx,0,0,1,1,
BI-NDK6,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone setosa,1,0,1,2,
BI-NDK6,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Americhelidium americanum,0,0,1,1,
BI-NDK6,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,1,2,3,
BI-NDK6,Arthropoda,Malacostraca,Decapoda,Calappidae,Calappidae (LPIL),0,1,0,1,
BI-NDK6,Arthropoda,Malacostraca,Decapoda,Callianassidae,Callianassidae (LPIL),1,0,0,1,
BI-NDK6,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,1,0,0,1,
BI-NDK6,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),0,2,0,2,
BI-NDK6,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),1,0,0,1,
BI-NDK6,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),1,1,0,2,
BI-ES26,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,0,1,0,1,
BI-NDK6,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,1,1,2,
BI-NDK6,Mollusca,Gastropoda,Neotaenioglossa,Epitoniidae,Epitonium rupicola,0,0,1,1,
BI-NDK6,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,1,0,1,2,
BI-NDK6,Nemertea,,,,Nemertea (LPIL),1,0,0,1,
BI-NDK6,Sipuncula,Sipunculidea,Golfingiida,Phascolionidae,Phascolion strombus,0,0,1,1,
BI-NDK7,Annelida,Polychaeta,Phyllodocida,Pilargidae,Synelmis ewingi,1,0,3,4,
BI-NDK7,Annelida,Polychaeta,Phyllodocida,Syllidae,Streptosyllis pettiboneae,1,0,1,2,
BI-NDK7,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Haustorius jayneae,0,4,5,9,
BI-NDK7,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Parahaustorius longimerus,0,1,1,2,
BI-NDK7,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,4,0,5,9,
BI-NDK7,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),0,0,1,1,
BI-NDK7,Echinodermata,Echinoidea,,,Echinoidea (LPIL),1,1,0,2,
BI-HN2,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,0,1,0,1,
BI-NDK8,Annelida,Polychaeta,Cossurida,Cossuridae,Cossura soyeri,1,1,2,4,
BI-NDK8,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineridae (LPIL),1,2,0,3,
BI-NDK8,Annelida,Polychaeta,Eunicida,Lumbrineridae,Ninoe nigripes,2,0,0,2,
BI-NDK8,Annelida,Polychaeta,Eunicida,Lumbrineridae,Scoletoma verrilli,2,0,1,3,
BI-NDK8,Annelida,Polychaeta,Eunicida,Onuphidae,Onuphidae (LPIL),1,0,0,1,
BI-NDK8,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,0,1,0,1,
BI-NDK8,Annelida,Polychaeta,Phyllodocida,Hesionidae,Neogyptis plurisetis,0,4,0,4,
BI-NDK8,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarke obscura,1,0,0,1,
BI-NDK8,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,3,0,0,3,
BI-NDK8,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),1,1,0,2,
BI-NDK8,Annelida,Polychaeta,Scolecida,Maldanidae,Sabaco elongatus,0,1,2,3,
BI-NDK8,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,5,2,4,11,
BI-NDK8,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca vadorum,0,0,2,2,
BI-NDK8,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,0,1,0,1,
BI-NDK8,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),0,3,2,5,
BI-NDK8,Echinodermata,Ophiuroidea,,,Ophiuroidea (LPIL),1,0,0,1,
BI-NDK8,Mollusca,Bivalvia,Myoida,Corbulidae,Caryocorbula contracta,0,1,0,1,
BI-NDK8,Mollusca,Bivalvia,Pholadomyoida,Periplomatidae,Periploma orbiculare,1,0,1,2,
BI-NDK8,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,0,0,1,1,
BI-SIP2,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,1,0,6,7,
BI-SIP3,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,2,1,1,4,
BI-NDK8,Mollusca,Bivalvia,,,Bivalvia (LPIL),0,3,0,3,
BI-NDK8,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,0,1,1,
BI-NDK8,Nemertea,,,,Nemertea (LPIL),1,12,0,13,
BI-NDK8,Sipuncula,Sipunculidea,Golfingiida,Phascolionidae,Phascolion strombus,4,1,2,7,
BI-SDK1,Annelida,Polychaeta,Orbiniida,Orbiniidae,Leitoscoloplos (LPIL),5,0,0,5,
BI-SDK1,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtyidae (LPIL),0,0,1,1,
BI-SDK1,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys picta,0,1,0,1,
BI-SDK1,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis texana,0,0,1,1,
BI-SDK1,Annelida,Polychaeta,Spionida,Spionidae,Spio (LPIL),1,0,1,2,
BI-SDK1,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Haustorius jayneae,0,0,1,1,
BI-SDK1,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius bousfieldi,7,5,9,21,
BI-SDK1,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,0,2,2,
BI-SDK1,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,1,1,0,2,
BI-SDK1,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Encope (LPIL),0,0,2,2,
BI-SIP4,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,2,1,1,4,
BI-SIP6,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,2,3,2,7,
BI-WS3,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,1,0,0,1,
BI-SDK1,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,1,1,1,3,
BI-SDK1,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella mutica,1,0,0,1,
BI-SDK2,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtyidae (LPIL),0,0,1,1,
BI-SDK2,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys picta,1,0,0,1,
BI-SDK2,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Haustorius jayneae,4,9,4,17,
BI-SDK2,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Parahaustorius longimerus,1,1,1,3,
BI-SDK2,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius bousfieldi,3,5,5,13,
BI-SDK2,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,1,0,1,
BI-SDK2,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,3,1,1,5,
BI-SDK2,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Encope (LPIL),0,2,1,3,
BI-SDK2,Echinodermata,Echinoidea,,,Echinoidea (LPIL),0,1,0,1,
BI-SDK2,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,1,0,0,1,
BI-SDK2,Nemertea,,,,Nemertea (LPIL),0,1,0,1,
BI-SDK3,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys picta,0,1,0,1,
BI-SDK3,Annelida,Polychaeta,Phyllodocida,Syllidae,Streptosyllis pettiboneae,0,0,2,2,
BI-SDK3,Annelida,Polychaeta,Scolecida,Paraonidae,Paraonis fulgens,0,1,0,1,
BI-SDK3,Annelida,Polychaeta,Spionida,Magelonidae,Magelona papillicornis,2,1,0,3,
BI-SDK3,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,3,3,0,6,
BI-SDK3,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Haustorius jayneae,2,2,16,20,
BI-SDK3,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Parahaustorius longimerus,0,0,2,2,
BI-SDK3,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius bousfieldi,1,1,0,2,
BI-SDK3,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,1,0,1,
BI-SDK3,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,2,4,0,6,
BI-SDK3,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,0,1,0,1,
BI-SDK4,Annelida,Polychaeta,Orbiniida,Orbiniidae,Leitoscoloplos (LPIL),0,1,0,1,
BI-SDK4,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,4,4,7,15,
BI-SDK4,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Haustorius jayneae,14,5,3,22,
BI-SDK4,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Parahaustorius longimerus,2,1,0,3,
BI-SDK4,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Ancinus depressus,1,0,0,1,
BI-SDK4,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,0,2,3,5,
BI-SDK4,Echinodermata,Echinoidea,,,Echinoidea (LPIL),0,5,3,8,
BI-WS4,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,0,1,1,2,
BI-SDK4,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,0,1,1,
BI-SDK5,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtyidae (LPIL),0,1,0,1,
BI-SDK5,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys picta,0,0,1,1,
BI-SDK5,Annelida,Polychaeta,Phyllodocida,Pilargidae,Synelmis ewingi,0,1,0,1,
BI-SDK5,Annelida,Polychaeta,Spionida,Magelonidae,Magelona papillicornis,0,1,0,1,
BI-SDK5,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,1,1,2,4,
BI-SDK5,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Haustorius jayneae,7,1,0,8,
BI-SDK5,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius bousfieldi,1,2,4,7,
BI-SDK5,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Americhelidium americanum,0,0,1,1,
BI-SDK5,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,1,1,2,
BI-SDK5,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Chiridotea excavata,1,0,0,1,
BI-SDK5,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,2,0,6,8,
BI-SDK5,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Mellita isometra,0,1,0,1,
BI-WS7,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,7,1,0,8,
BI-SDK5,Nemertea,,,,Nemertea (LPIL),1,0,1,2,
BI-SDK6,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys picta,1,0,1,2,
BI-SDK6,Annelida,Polychaeta,Scolecida,Paraonidae,Paraonis fulgens,6,0,0,6,
BI-SDK6,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,4,0,1,5,
BI-SDK6,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Haustorius jayneae,1,0,0,1,
BI-SDK6,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Parahaustorius longimerus,1,0,1,2,
BI-SDK6,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,0,0,2,2,
BI-SDK6,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnotheridae (LPIL),0,0,1,1,
BI-SDK6,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,1,0,1,2,
BI-WS8,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,0,2,3,5,
BI-SIP1,Annelida,Polychaeta,Archiannelida,Polygordiidae,Polygordius (LPIL),2,5,4,11,
BI-SIP1,Annelida,Polychaeta,Orbiniida,Orbiniidae,Scoloplos rubra,1,1,2,4,
BI-SIP1,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,1,2,0,3,
BI-SIP1,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereididae (LPIL),0,0,1,1,
BI-SIP1,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce mucosa,0,0,1,1,
BI-SIP1,Annelida,Polychaeta,Phyllodocida,Pilargidae,Pilargidae (LPIL),1,0,0,1,
BI-SIP1,Annelida,Polychaeta,Phyllodocida,Pilargidae,Synelmis ewingi,0,2,0,2,
BI-SIP1,Annelida,Polychaeta,Phyllodocida,Syllidae,Parapionosyllis uebelackerae,1,3,0,4,
BI-SIP1,Annelida,Polychaeta,Sabellida,Sabellidae,Sabellidae (LPIL),0,0,1,1,
BI-SIP1,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),2,1,3,6,
BI-SIP1,Annelida,Polychaeta,Scolecida,Capitellidae,Notomastus latericeus,0,6,1,7,
BI-SIP1,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,1,0,1,
BI-SIP1,Arthropoda,Malacostraca,Decapoda,Ogyrididae,Ogyrides alphaerostris,1,0,0,1,
BI-SIP1,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,0,1,0,1,
BI-SIP1,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,0,2,0,2,
BI-SIP1,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),3,7,10,20,
BI-SIP1,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),14,14,18,46,
BI-SIP1,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),0,0,1,1,
BI-SIP1,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara floridana,1,0,0,1,
BI-SIP1,Mollusca,Bivalvia,Pholadomyoida,Pandoridae,Pandora trilineata,0,0,1,1,
BI-SIP1,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,1,0,1,
BI-SIP1,Nemertea,,,,Nemertea (LPIL),0,0,1,1,
BI-SIP2,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,5,2,1,8,
BI-SIP2,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,1,1,0,2,
BI-SIP2,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,0,2,0,2,
BI-SIP2,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtyidae (LPIL),3,0,0,3,
BI-SIP2,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus sp. A,0,0,1,1,
BI-SIP2,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),2,24,5,31,
BI-SIP2,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus ambiseta,1,0,0,1,
BI-SIP2,Annelida,Polychaeta,Scolecida,Capitellidae,Notomastus latericeus,3,2,0,5,
BI-SIP2,Annelida,Polychaeta,Spionida,Magelonidae,Magelona sp. I,0,0,1,1,
BI-SIP2,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis squamata,0,1,0,1,
BI-SIP2,Annelida,Polychaeta,Spionida,Spionidae,Spionidae (LPIL),0,1,0,1,
BI-SIP2,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirratulidae (LPIL),1,0,0,1,
BI-SIP2,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,4,0,1,5,
BI-SIP2,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,0,1,1,
BI-SIP2,Arthropoda,Malacostraca,Decapoda,Callianassidae,Callianassidae (LPIL),0,1,0,1,
BI-SIP2,Arthropoda,Malacostraca,Decapoda,Ogyrididae,Ogyrides alphaerostris,1,0,0,1,
BI-SIP2,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus (LPIL),0,0,1,1,
BI-SIP2,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,1,0,1,2,
BI-SIP2,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,0,0,1,1,
BI-SIP2,Arthropoda ,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,0,0,1,1,
BI-SIP2,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),2,1,2,5,
BI-SIP2,Hemichordata,Enteropneusta,,Ptychoderidae,Balanoglossus (LPIL),1,0,1,2,
BI-SIP2,Mollusca,Bivalvia,Venerida,Veneridae,Veneridae (LPIL),0,0,1,1,
BI-WS9,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,4,6,8,18,
BS5,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,1,0,0,1,
GS-2,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,0,2,5,7,
BI-SIP2,Mollusca,Gastropoda,Cephalaspidea,Scaphandridae,Cylichnella bidentata,0,0,1,1,
BI-SIP2,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,4,0,4,
BI-SIP2,Mollusca,Gastropoda,Neotaenioglossa,Epitoniidae,Epitonium rupicola,1,0,0,1,
BI-SIP2,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,0,0,1,1,
